7.054240256547927856e-02 -8.462549000978469849e-02 -3.139568865299224854e-02 1.040661185979843140e-01 -2.017980217933654785e-01 -2.474634796380996704e-01 7.678551599383354187e-03 1.122824177145957947e-01 -5.210077017545700073e-02 -3.613649308681488037e-02 -3.987473435699939728e-03 -2.516131661832332611e-02 -4.688711464405059814e-02 5.910236388444900513e-03
1.226785108447074890e-01 -7.959482818841934204e-02 -3.899194300174713135e-02 1.236818879842758179e-01 -1.755217611789703369e-01 -2.270911037921905518e-01 -3.762403503060340881e-02 1.812642514705657959e-01 -1.961889676749706268e-02 -5.326971784234046936e-02 4.595539718866348267e-02 -8.444531820714473724e-03 -9.513130784034729004e-02 2.869151160120964050e-02
1.288159191608428955e-01 -9.990669041872024536e-02 -3.523260727524757385e-02 1.420550495386123657e-01 -2.157800346612930298e-01 -2.538282573223114014e-01 -2.453105710446834564e-02 1.690244525671005249e-01 -2.858559601008892059e-02 -9.176173061132431030e-02 7.455854117870330811e-02 6.859084591269493103e-03 -1.013116538524627686e-01 1.749635115265846252e-02
6.343430280685424805e-02 -4.372245445847511292e-02 1.136996410787105560e-02 7.345451414585113525e-02 -2.018734663724899292e-01 -2.282400876283645630e-01 8.903033100068569183e-03 1.152029410004615784e-01 -3.911264613270759583e-02 -6.469777785241603851e-03 4.594314843416213989e-03 -4.330561682581901550e-02 -5.947187170386314392e-02 2.963627688586711884e-02
1.180138513445854187e-01 -9.400391578674316406e-02 -1.915305480360984802e-02 1.078385263681411743e-01 -2.308596372604370117e-01 -2.436982691287994385e-01 -1.545111089944839478e-02 1.620069742202758789e-01 -2.996393479406833649e-02 -5.960207805037498474e-02 6.884857267141342163e-02 -5.696288775652647018e-03 -1.184162348508834839e-01 3.915671259164810181e-02
7.405451685190200806e-02 -4.113306850194931030e-02 1.981584122404456139e-03 7.524118572473526001e-02 -2.025940269231796265e-01 -2.410202622413635254e-01 1.683050394058227539e-02 1.040298640727996826e-01 -7.961421459913253784e-02 2.210516482591629028e-02 -3.459814935922622681e-02 -4.153920710086822510e-02 -6.933426856994628906e-02 7.700051367282867432e-02
-2.002400346100330353e-02 3.686659969389438629e-03 6.370341777801513672e-02 -9.345043217763304710e-04 -2.871069908142089844e-01 -2.719902098178863525e-01 8.613763004541397095e-02 3.087786771357059479e-02 -1.200724095106124878e-01 1.235275268554687500e-01 -1.012789011001586914e-01 -7.985185086727142334e-02 -1.862570084631443024e-02 7.126318663358688354e-02
2.813586890697479248e-01 -1.040989384055137634e-01 -1.114061921834945679e-01 2.442405968904495239e-01 -6.378177553415298462e-02 -2.105263918638229370e-01 -1.481486260890960693e-01 3.428412973880767822e-01 1.019850373268127441e-01 -2.148390263319015503e-01 1.475877910852432251e-01 1.847426593303680420e-02 -4.943927749991416931e-02 -4.043151065707206726e-02
2.065491378307342529e-01 -7.458022236824035645e-02 -1.041605100035667419e-01 2.138373106718063354e-01 -1.166928112506866455e-01 -2.004455178976058960e-01 -1.368326097726821899e-01 2.592409849166870117e-01 8.320561051368713379e-02 -1.726399809122085571e-01 1.500311791896820068e-01 -2.568199113011360168e-02 -8.028919994831085205e-02 -3.195610269904136658e-02
2.566164731979370117e-01 -1.203808933496475220e-01 -1.065750494599342346e-01 2.466951310634613037e-01 -6.875462830066680908e-02 -1.630500704050064087e-01 -1.801777631044387817e-01 2.827822864055633545e-01 1.211563348770141602e-01 -1.952081620693206787e-01 2.069635093212127686e-01 -5.757215898483991623e-03 -1.330049037933349609e-01 -2.576402761042118073e-02
