-8.225032128393650055e-03 3.003557398915290833e-02 -3.141971305012702942e-03 -1.061562821269035339e-02 -8.725268766283988953e-03 1.343746483325958252e-02 8.474137634038925171e-03 -1.378823816776275635e-02 -5.076768342405557632e-03 6.629011128097772598e-03 5.542246624827384949e-03 6.293746177107095718e-03 -2.742828056216239929e-02 -7.424097042530775070e-03
-1.342576649039983749e-02 3.982677683234214783e-02 6.274677813053131104e-03 -2.003996446728706360e-02 -1.867742836475372314e-02 2.014122158288955688e-02 1.535938680171966553e-02 -2.422364801168441772e-02 -1.074568554759025574e-02 1.250155176967382431e-02 7.808035705238580704e-03 1.067031174898147583e-02 -4.013679176568984985e-02 -1.131580490618944168e-02
-1.172854006290435791e-02 3.606299310922622681e-02 2.252532169222831726e-03 -1.620389521121978760e-02 -1.493527274578809738e-02 1.771213300526142120e-02 1.262261439114809036e-02 -2.011136896908283234e-02 -8.601009845733642578e-03 1.034385710954666138e-02 7.243190426379442215e-03 9.102120995521545410e-03 -3.571382537484169006e-02 -9.792024269700050354e-03
-1.380847860127687454e-02 3.985724598169326782e-02 6.738051772117614746e-03 -2.005336247384548187e-02 -1.898586936295032501e-02 2.046378143131732941e-02 1.571945101022720337e-02 -2.480728365480899811e-02 -1.112578622996807098e-02 1.260180026292800903e-02 8.025768212974071503e-03 1.090547628700733185e-02 -4.048626869916915894e-02 -1.175835542380809784e-02
-1.560678053647279739e-02 4.192956909537315369e-02 9.991919621825218201e-03 -2.199027687311172485e-02 -2.169706113636493683e-02 2.227554097771644592e-02 1.808427646756172180e-02 -2.843222953379154205e-02 -1.310042664408683777e-02 1.400006189942359924e-02 8.740147575736045837e-03 1.222294010221958160e-02 -4.369725659489631653e-02 -1.360317226499319077e-02
-1.423216145485639572e-02 3.871330618858337402e-02 7.459482178092002869e-03 -1.886918582022190094e-02 -1.829050667583942413e-02 1.972532831132411957e-02 1.643585599958896637e-02 -2.560680918395519257e-02 -1.146127469837665558e-02 1.210370473563671112e-02 7.885036058723926544e-03 1.099031139165163040e-02 -3.923022374510765076e-02 -1.281571760773658752e-02
-9.186342358589172363e-03 3.141194581985473633e-02 -1.371413469314575195e-03 -1.187787204980850220e-02 -1.002138946205377579e-02 1.384280808269977570e-02 9.954500012099742889e-03 -1.571826264262199402e-02 -5.982136819511651993e-03 7.491893135011196136e-03 5.662162322551012039e-03 7.029465399682521820e-03 -2.884490042924880981e-02 -8.315899409353733063e-03
-1.882725208997726440e-02 4.469081014394760132e-02 1.398103311657905579e-02 -2.500477805733680725e-02 -2.649726904928684235e-02 2.873852103948593140e-02 2.038061991333961487e-02 -3.343113139271736145e-02 -1.693536341190338135e-02 1.625095307826995850e-02 1.162455137819051743e-02 1.471713930368423462e-02 -5.073505267500877380e-02 -1.644947007298469543e-02
-1.586084067821502686e-02 3.850399702787399292e-02 7.314493879675865173e-03 -1.930945739150047302e-02 -1.863004826009273529e-02 2.580827102065086365e-02 1.582020707428455353e-02 -2.652931585907936096e-02 -1.346965506672859192e-02 1.264098193496465683e-02 1.076587848365306854e-02 1.238257717341184616e-02 -4.321674630045890808e-02 -1.414654776453971863e-02
-1.400764938443899155e-02 3.630175441503524780e-02 5.356356501579284668e-03 -1.723545975983142853e-02 -1.678085885941982269e-02 2.335497550666332245e-02 1.407448109239339828e-02 -2.386631257832050323e-02 -1.177966222167015076e-02 1.117028295993804932e-02 9.605235420167446136e-03 1.093311607837677002e-02 -3.958044573664665222e-02 -1.280139572918415070e-02
-1.538407895714044571e-02 3.895519673824310303e-02 7.691845297813415527e-03 -1.933938823640346527e-02 -1.973388157784938812e-02 2.366664446890354156e-02 1.611906103789806366e-02 -2.651208080351352692e-02 -1.291567645967006683e-02 1.268940139561891556e-02 9.805576875805854797e-03 1.187088433653116226e-02 -4.245629906654357910e-02 -1.359334867447614670e-02
