0.000000000000000000e+00,2.374320652173912971e-01
1.000000000000000000e+00,3.154906731549067533e-01
2.000000000000000000e+00,3.734520123839009109e-01
3.000000000000000000e+00,4.458627763847731740e-01
4.000000000000000000e+00,4.518147684605757219e-01
5.000000000000000000e+00,3.736681887366818944e-01
6.000000000000000000e+00,2.942502818489289851e-01
7.000000000000000000e+00,5.193050193050192664e-01
8.000000000000000000e+00,4.120065789473684181e-01
9.000000000000000000e+00,3.393820500245218197e-01
1.000000000000000000e+01,3.491096532333645697e-01
1.100000000000000000e+01,3.888888888888888951e-01
1.200000000000000000e+01,3.713713713713713838e-01
1.300000000000000000e+01,4.990347490347489812e-01
1.400000000000000000e+01,2.031620553359684000e-01
1.500000000000000000e+01,3.892810457516340250e-01
1.600000000000000000e+01,3.480318883906328153e-01
1.700000000000000000e+01,4.166181324014753273e-01
1.800000000000000000e+01,3.587057728119181221e-01
1.900000000000000000e+01,3.474561851284668768e-01
2.000000000000000000e+01,2.837279218338970566e-01
2.100000000000000000e+01,2.825232678386763174e-01
2.200000000000000000e+01,2.702853945159485183e-01
2.300000000000000000e+01,3.045797314695604108e-01
2.400000000000000000e+01,3.867239101717305227e-01
2.500000000000000000e+01,2.870264064293914785e-01
2.600000000000000000e+01,2.840811660474421019e-01
2.700000000000000000e+01,3.061311685537278504e-01
2.800000000000000000e+01,2.638297872340424899e-01
2.900000000000000000e+01,5.413284132841328367e-01
3.000000000000000000e+01,4.293315596940471823e-01
3.100000000000000000e+01,4.308000891464229820e-01
3.200000000000000000e+01,4.735226400613968267e-01
3.300000000000000000e+01,5.620744893872646752e-01
3.400000000000000000e+01,2.349555206698064058e-01
3.500000000000000000e+01,4.943067649028801136e-01
3.600000000000000000e+01,2.435691318327974364e-01
3.700000000000000000e+01,4.311351351351350725e-01
3.800000000000000000e+01,6.096131301289565707e-01
3.900000000000000000e+01,5.501041425595927237e-01
4.000000000000000000e+01,2.989323843416369919e-01
4.100000000000000000e+01,5.664403491755577447e-01
4.200000000000000000e+01,5.377107364685004276e-01
4.300000000000000000e+01,3.219531560142913640e-01
4.400000000000000000e+01,3.816189896530737258e-01
4.500000000000000000e+01,5.880095923261391411e-01
4.600000000000000000e+01,4.721485411140584065e-01
4.700000000000000000e+01,5.393386545039908775e-01
4.800000000000000000e+01,2.386924342105263552e-01
4.900000000000000000e+01,1.800461119262209142e-01
5.000000000000000000e+01,3.054047942107643854e-01
5.100000000000000000e+01,2.947805456702253801e-01
5.200000000000000000e+01,1.787741203178206673e-01
5.300000000000000000e+01,1.876750700280112039e-01
5.400000000000000000e+01,2.677006068779501091e-01
5.500000000000000000e+01,2.025768087215064628e-01
5.600000000000000000e+01,2.118460873324686522e-01
5.700000000000000000e+01,1.426916073497765391e-01
5.800000000000000000e+01,9.351476548928777666e-02
5.900000000000000000e+01,5.057551447506103415e-02
6.000000000000000000e+01,3.231441048034934260e-01
6.100000000000000000e+01,1.391968465139196975e-01
6.200000000000000000e+01,9.180933199060087313e-02
6.300000000000000000e+01,1.753465717497190157e-01
6.400000000000000000e+01,5.731523378582202566e-02
6.500000000000000000e+01,2.053729714987044819e-01
6.600000000000000000e+01,3.457831325301204961e-01
6.700000000000000000e+01,2.938475665748392918e-01
6.800000000000000000e+01,1.737655484357331637e-01
6.900000000000000000e+01,1.809761311008193929e-01
7.000000000000000000e+01,2.010549807263136424e-01
7.100000000000000000e+01,2.477959697732997069e-01
7.200000000000000000e+01,2.138125207022192886e-01
7.300000000000000000e+01,4.120822622107969124e-01
7.400000000000000000e+01,2.316358720144209016e-01
7.500000000000000000e+01,1.621812198848278375e-01
7.600000000000000000e+01,1.722550953320184097e-01
7.700000000000000000e+01,3.094067518846279619e-01
7.800000000000000000e+01,1.419701115554620197e-01
7.900000000000000000e+01,9.574704965486527386e-02
8.000000000000000000e+01,3.020035356511491242e-01
8.100000000000000000e+01,2.804588607594937222e-01
8.200000000000000000e+01,2.454873646209386473e-01
8.300000000000000000e+01,3.533751383253411760e-01
8.400000000000000000e+01,2.652034750800182916e-01
8.500000000000000000e+01,2.150084317032040504e-01
8.600000000000000000e+01,2.476248850750842889e-01
8.700000000000000000e+01,2.915052930544796972e-01
8.800000000000000000e+01,3.056410256410256321e-01
8.900000000000000000e+01,3.781263247138618167e-01
9.000000000000000000e+01,3.476337903582484845e-01
9.100000000000000000e+01,3.633782824698367775e-01
9.200000000000000000e+01,2.387166938553561546e-01
9.300000000000000000e+01,2.141336739037888459e-01
9.400000000000000000e+01,1.958682008368200778e-01
9.500000000000000000e+01,2.697458321945886972e-01
9.600000000000000000e+01,2.790318194180038125e-01
9.700000000000000000e+01,1.014717273431448435e-01
9.800000000000000000e+01,9.343664539653599721e-02
9.900000000000000000e+01,1.410256410256410242e-01
1.000000000000000000e+02,2.748707342295760303e-01
1.010000000000000000e+02,1.480996068152031497e-01
1.020000000000000000e+02,5.384290540540541403e-02
1.030000000000000000e+02,1.778212887148451493e-01
1.040000000000000000e+02,2.692682926829268464e-01
1.050000000000000000e+02,2.944031548612164317e-01
1.060000000000000000e+02,2.847682119205298124e-01
1.070000000000000000e+02,1.473324473134611790e-01
1.080000000000000000e+02,4.778669960881202217e-01
1.090000000000000000e+02,2.006600660066006625e-01
1.100000000000000000e+02,3.373299928418039273e-01
1.110000000000000000e+02,3.693446088794926085e-01
1.120000000000000000e+02,2.969101123595505598e-01
1.130000000000000000e+02,2.581495685522531280e-01
1.140000000000000000e+02,2.490466412437664923e-01
1.150000000000000000e+02,3.505457598656591123e-01
1.160000000000000000e+02,3.799167052290606250e-01
1.170000000000000000e+02,3.483325719506624174e-01
1.180000000000000000e+02,3.604267208534416844e-01
1.190000000000000000e+02,3.441469611100254067e-01
1.200000000000000000e+02,3.543649151841125611e-01
1.210000000000000000e+02,3.169526025007268766e-01
1.220000000000000000e+02,3.436800000000000410e-01
1.230000000000000000e+02,2.924623115577889565e-01
1.240000000000000000e+02,2.093986316168527095e-01
1.250000000000000000e+02,2.283671036948748401e-01
1.260000000000000000e+02,3.199368199368199384e-01
1.270000000000000000e+02,3.594664170372103840e-01
1.280000000000000000e+02,1.307907778496013862e-01
1.290000000000000000e+02,1.620458891013384362e-01
1.300000000000000000e+02,1.279822767552828977e-01
1.310000000000000000e+02,8.413205537806177359e-02
1.320000000000000000e+02,2.006420545746388506e-01
1.330000000000000000e+02,1.944839351720215881e-01
1.340000000000000000e+02,2.216634429400386741e-01
