0.000000000000000000e+00,9.830163043478259421e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.290760869565217399e-02,1.843127103287600377e-01,2.215472353087032109e-01,2.275815217391304393e-02,5.563858695652174058e-01,4.208559782608696231e-01
1.000000000000000000e+00,9.643146796431467660e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.459854014598539924e-02,7.688325135904737484e-02,1.543406601420632684e-01,2.838605028386050749e-02,4.517437145174371116e-01,5.198702351987023462e-01
2.000000000000000000e+00,9.585913312693498112e-01,6.191950464396285200e-03,1.547987616099071300e-03,1.818885448916408507e-02,1.659332125291224369e-01,1.595841659252344724e-01,3.250773993808049600e-02,4.218266253869968896e-01,5.456656346749225728e-01
3.000000000000000000e+00,9.188511511283335986e-01,5.470708912696603532e-03,2.142694324139503281e-02,5.584682015044449555e-02,2.725860730002588883e-01,1.339646446230364218e-01,7.089126966036014832e-02,3.444267152951903110e-01,5.846820150444494990e-01
4.000000000000000000e+00,9.743429286608259465e-01,1.314142678347934856e-02,0.000000000000000000e+00,3.128911138923654717e-02,9.785141082060574980e-02,1.466905383527078166e-01,6.257822277847309433e-02,3.836045056320401270e-01,5.538172715894867926e-01
5.000000000000000000e+00,9.570015220700152092e-01,9.893455098934550440e-03,2.663622526636225119e-03,2.397260273972602607e-02,1.559668651307274112e-01,1.583516868190370519e-01,4.908675799086758412e-02,3.923135464231353731e-01,5.585996955859970914e-01
6.000000000000000000e+00,9.611048478015784546e-01,2.452085682074408093e-02,1.409244644870349429e-03,2.311161217587372890e-02,2.030805073776857372e-01,2.110711629060252892e-01,3.241262683201803774e-02,5.194475760992107727e-01,4.481397970687712173e-01
7.000000000000000000e+00,3.532818532818532975e-01,1.110038610038610075e-02,5.308880308880309547e-03,7.142857142857142461e-02,8.231944084908102144e-02,1.598321203016292158e-01,9.604247104247103095e-02,3.484555984555984809e-01,5.555019305019304188e-01
8.000000000000000000e+00,8.655427631578946901e-01,4.111842105263157666e-04,1.069078947368420907e-02,4.070723684210526133e-02,1.506601087237897929e-01,1.416876941701550319e-01,7.360197368421052266e-02,3.832236842105263275e-01,5.431743421052631637e-01
9.000000000000000000e+00,9.185875429131927783e-01,1.422265816576753078e-02,0.000000000000000000e+00,4.413928396272682325e-03,1.274915868495987703e-01,1.606270328612476594e-01,5.885237861696911155e-02,4.306032368808239141e-01,5.105443845022070715e-01
1.000000000000000000e+01,9.409559512652295732e-01,4.686035613870666067e-04,9.372071227741332134e-04,1.827553889409559706e-02,9.772197773750970762e-02,2.128396610317819238e-01,2.343017806935332806e-02,4.625117150890346029e-01,5.140581068416121280e-01
1.100000000000000000e+01,9.566993464052288010e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.738562091503267792e-02,7.403572353093450242e-02,1.378152302329312684e-01,3.431372549019608142e-02,3.848039215686274161e-01,5.808823529411765163e-01
1.200000000000000000e+01,9.834834834834835782e-01,0.000000000000000000e+00,5.005005005005004962e-04,1.501501501501501488e-02,1.225731296919492647e-01,1.433176295561616742e-01,5.405405405405406399e-02,3.853853853853853595e-01,5.605605605605605835e-01
1.300000000000000000e+01,8.635778635778635914e-01,1.415701415701415937e-02,8.687258687258687245e-03,1.769626769626769791e-02,1.786176546725342928e-01,1.514271962194250476e-01,1.402831402831402896e-01,3.481338481338481783e-01,5.115830115830115599e-01
1.400000000000000000e+01,9.833992094861659927e-01,0.000000000000000000e+00,3.162055335968379840e-03,3.214756258234519049e-02,2.089049961170074965e-01,2.324863989731771607e-01,2.213438735177865671e-02,6.150197628458498045e-01,3.628458498023716117e-01
1.500000000000000000e+01,8.875816993464051841e-01,2.091503267973856845e-03,0.000000000000000000e+00,8.392156862745096813e-02,2.218483044266114368e-01,1.821115502982745271e-01,2.091503267973856064e-02,4.350326797385620781e-01,5.440522875816993231e-01
1.600000000000000000e+01,9.489287493771799697e-01,8.470353761833580505e-03,6.477329347284504525e-03,2.416542102640757347e-02,2.188713435154025500e-01,1.876978165429325773e-01,3.363228699551569501e-02,4.626307922272048234e-01,5.037369207772794955e-01
1.700000000000000000e+01,8.675985245583381911e-01,1.036691904484565996e-01,2.329644729178800312e-03,4.503979809745680546e-02,2.417809992234014882e-01,1.835992765566429874e-01,2.426713259561250405e-02,4.030285381479324913e-01,5.727043292564549803e-01
1.800000000000000000e+01,9.439013035381750294e-01,0.000000000000000000e+00,1.024208566108007409e-02,4.655493482309125061e-03,2.619725601863836517e-01,1.757595425971033021e-01,5.772811918063314868e-02,5.002327746741155323e-01,4.420391061452513259e-01
1.900000000000000000e+01,9.610345414327036151e-01,5.104645227156712813e-04,1.071975497702909452e-02,2.109920027224774716e-02,3.638363965829666258e-01,2.113227636703081946e-01,5.938403947592308524e-02,4.828994384890250013e-01,4.577165220350519204e-01
2.000000000000000000e+01,9.515219842164599484e-01,1.672303645246148163e-02,1.071025930101465566e-02,1.108605787298008044e-02,2.831995858141340694e-01,2.302803343008415771e-01,3.964674934235250248e-02,5.304396843291995234e-01,4.299135663284480158e-01
2.100000000000000000e+01,9.822130299896587591e-01,2.275077559462253783e-03,3.102378490175801244e-03,2.068252326783867959e-02,2.398395029769609110e-01,2.282748209623546853e-01,2.502585315408480116e-02,4.899689762150982730e-01,4.850051706308169952e-01
2.200000000000000000e+01,9.927252378287632073e-01,7.274762171236709429e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.490810251100180950e-02,2.215326497571505626e-01,4.868494683827643416e-02,4.734191382204812060e-01,4.778959149412423946e-01
2.300000000000000000e+01,9.753540555453376060e-01,2.758874379253264779e-03,1.563362148243516159e-02,7.724848261909140514e-03,2.987315557856587978e-01,2.026771779874856072e-01,3.660106676475997911e-02,5.050579363619642770e-01,4.583409968732756745e-01
2.400000000000000000e+01,5.399603698811096253e-01,2.476882430647291827e-02,7.265521796565390517e-03,3.335535006605019892e-02,1.788765208387263772e-01,1.962413033648867378e-01,5.052840158520475328e-02,4.544253632760897887e-01,4.950462351387053817e-01
2.500000000000000000e+01,9.632606199770380462e-01,1.148105625717565914e-02,0.000000000000000000e+00,2.812858783008036906e-02,1.091120890499611695e-01,1.873441169177812449e-01,2.468427095292766854e-02,5.309988518943742353e-01,4.443168771526980754e-01
2.600000000000000000e+01,9.122606458988283817e-01,0.000000000000000000e+00,8.002286367533579040e-03,1.971991997713632913e-02,2.047631374579342578e-01,2.268381441344204386e-01,3.829665618748213929e-02,5.370105744498427924e-01,4.246927693626750822e-01
2.700000000000000000e+01,9.495834223456526280e-01,1.281777397991882075e-03,3.631702627643665447e-03,1.324503311258277971e-02,2.826818534817499562e-01,1.941701550444130120e-01,4.293954283272805039e-02,5.045930356761375579e-01,4.524674214911343917e-01
2.800000000000000000e+01,9.851063829787234383e-01,7.446808510638298212e-03,0.000000000000000000e+00,2.659574468085106752e-03,1.263266891017343907e-01,2.210039235133676450e-01,3.297872340425531817e-02,5.505319148936170803e-01,4.164893617021276917e-01
2.900000000000000000e+01,6.376383763837638607e-01,3.357933579335793672e-02,1.594095940959409374e-01,1.405904059040590515e-01,1.223142635257571803e-01,1.224931083268913784e-01,6.568265682656826421e-02,1.926199261992619371e-01,7.416974169741697986e-01
3.000000000000000000e+01,8.400399068839374817e-01,3.541735949451280119e-02,8.480212836714330626e-03,9.428001330229464350e-02,3.435154025368884478e-01,1.463076676244512153e-01,7.366145660126371952e-02,3.626538077818424188e-01,5.636847356168939172e-01
3.100000000000000000e+01,7.125027858257187985e-01,3.030978381992422560e-02,1.406284822821484426e-01,5.794517494985513412e-02,2.738804038312192546e-01,1.362728081562404325e-01,5.348785379986627925e-02,4.321372854914196093e-01,5.143748607087140767e-01
3.200000000000000000e+01,6.719109746738296529e-01,1.542594013814274634e-01,3.952417498081351593e-02,2.954719877206446813e-02,1.460005177323323855e-01,1.170454048219833482e-01,1.174213353798925497e-01,3.775901765157329004e-01,5.049884881043745777e-01
3.300000000000000000e+01,6.886263516219462977e-01,5.106127352823388449e-02,6.327593111734081122e-02,9.411293552262715856e-02,3.018379497799637545e-01,1.029885795131342957e-01,1.435722867440929196e-01,2.791349619543451732e-01,5.772927513015618795e-01
3.400000000000000000e+01,9.010989010989012282e-01,0.000000000000000000e+00,6.907378335949763970e-02,3.453689167974881985e-02,1.201139011131245188e-01,1.949942387071366967e-01,1.883830455259026190e-02,5.740450026164312103e-01,4.071166928309785105e-01
3.500000000000000000e+01,8.549899531145345177e-01,8.305425318151372915e-02,0.000000000000000000e+00,1.071667782987274081e-02,1.509189748899818773e-01,1.512813407038987312e-01,4.420629604822504805e-02,2.578700602813128184e-01,6.979236436704622237e-01
3.600000000000000000e+01,9.581993569131832533e-01,1.366559485530546847e-02,7.770632368703107515e-03,3.295819935691318009e-02,2.168004141858659028e-01,2.044347369495777555e-01,2.063236870310825380e-02,5.447481243301178777e-01,4.346195069667738720e-01
3.700000000000000000e+01,7.645405405405405475e-01,3.524324324324324548e-02,1.708108108108108078e-02,1.128648648648648695e-01,2.577012684442143153e-01,1.441088957278919558e-01,5.945945945945946276e-02,3.104864864864865237e-01,6.300540540540539025e-01
3.800000000000000000e+01,5.211019929660023475e-01,2.356389214536928900e-01,6.271981242672919343e-02,5.978898007033997541e-02,8.853222883769090723e-02,1.089540700981607574e-01,2.069167643610785590e-01,2.010550996483001229e-01,5.920281359906213181e-01
3.900000000000000000e+01,6.202267993520018674e-01,5.230270770654941309e-02,1.342281879194630843e-02,5.049757000694283793e-01,1.897488998187936704e-01,1.421507854319511155e-01,9.303401990280027456e-02,2.846563295533440785e-01,6.223096505438556747e-01
4.000000000000000000e+01,9.154804270462632010e-01,2.046263345195729194e-02,3.558718861209964751e-02,5.516014234875445121e-02,8.736733108982655538e-02,2.532197605052435296e-01,6.583629893238433783e-02,5.667259786476868122e-01,3.674377224199287806e-01
4.100000000000000000e+01,5.654704170708050315e-01,1.658583899127061001e-01,2.909796314258002083e-03,3.161978661493696219e-01,9.358011907843645505e-02,1.252825950613322414e-01,1.314258001939864196e-01,1.416100872938894362e-01,7.269641125121241165e-01
4.200000000000000000e+01,6.184560780834073013e-01,8.695652173913041849e-02,4.436557231588288304e-03,3.167701863354037140e-01,1.118301837949779998e-01,1.262488878516941082e-01,9.272404614019519320e-02,2.409050576752440886e-01,6.663708961845606904e-01
4.300000000000000000e+01,8.142119888844780995e-01,3.374354902739181566e-02,8.336641524414449902e-03,7.105994442238983133e-02,1.501423763914056519e-01,1.853568355187351357e-01,5.637157602223103608e-02,5.168717745136959252e-01,4.267566494640730457e-01
4.400000000000000000e+01,8.578819233110164255e-01,5.264759586122946117e-02,2.069385270846012953e-02,1.314668289713937788e-01,1.853481749935283474e-01,1.386429602835431152e-01,7.486305538648813096e-02,3.460133901399877754e-01,5.791235544735239271e-01
4.500000000000000000e+01,6.797761790567545814e-01,2.845723421262989425e-02,4.924060751398881552e-02,4.474820143884892243e-01,3.193114159979290601e-01,1.265770627616283339e-01,4.956035171862509942e-02,2.863309352517984796e-01,6.641087130295764140e-01
4.600000000000000000e+01,6.087533156498673437e-01,6.392572944297082727e-02,9.522546419098143478e-02,4.962864721485411024e-01,1.889723013202174451e-01,1.374214203410102086e-01,6.923076923076922073e-02,3.063660477453580833e-01,6.244031830238726544e-01
4.700000000000000000e+01,6.499429874572405508e-01,3.021664766248574260e-02,8.295324971493726884e-02,3.335233751425312754e-01,2.108464923634481014e-01,1.097562754335555252e-01,1.211516533637400223e-01,1.984036488027366429e-01,6.804446978335233487e-01
4.800000000000000000e+01,8.604029605263158187e-01,3.515625000000000000e-02,3.926809210526316374e-02,8.861019736842105921e-02,2.639140564328242289e-01,2.323952392759732200e-01,4.029605263157894773e-02,5.234375000000000000e-01,4.362664473684210731e-01
4.900000000000000000e+01,9.186753301194717780e-01,6.287989939216097161e-03,3.647034164745337204e-02,2.787675539719136966e-02,2.333678488221589409e-01,3.820904012485232260e-01,1.236638021379165772e-02,7.015300775518759080e-01,2.861035422343324308e-01
5.000000000000000000e+01,8.037087290818634155e-01,1.854364540931704997e-02,3.629579375848033390e-02,1.814789687924016626e-01,4.493916645094486184e-01,2.694206618923294383e-01,4.070556309362279718e-02,4.978516508367255011e-01,4.614427860696517780e-01
